"Branch","SHA","Date","Subject","MergeBase","AheadBehind","Tree","TreeEqualsMain","CherryPlus","CherryMinus","AheadCommitCount","FileCountThreeDot","FileCountTwoDot","ShortStatThreeDot","ShortStatTwoDot","FileSetHash","Priority","Prefix","FilesSample","Classification","Evidence","RecommendedAction"
"rescue/no-perder-nada-20260615-171019/uncommitted/052-C-/tmp/S_Hospital_verify_b2fe0b43","9725daf3a5e578855855b3c92600600ce566a8f6","2026-06-15T17:19:55-06:00","rescue(uncommitted): snapshot 20260615-171019","b2fe0b430be9aa94a955d4bb6dee57a3c8dcc62b","389/1","067d54a0c8c919ada074728f27f8887ec4039c81","False","1","0","1","440","1607"," 440 files changed, 65299 insertions(+), 65299 deletions(-)"," 1607 files changed, 65891 insertions(+), 166017 deletions(-)","ef47d062e6008e5d7e6459fc4c2cf1d6a6b4258cfe5275debf8939f021f4b78e","P0","rescue",".agent/skills/s-hospital-ops-hardening/SKILL.md; .agent/skills/s-hospital-print-receipts/SKILL.md; .agent/skills/s-hospital-ux-a11y/SKILL.md; .agents/skills/s-hospital-ops-hardening/SKILL.md; .agents/skills/s-hospital-print-receipts/SKILL.md; .agents/skills/s-hospital-ux-a11y/SKILL.md; .dockerignore; .gitignore; AGENTS.md; CHANGELOG.md; LICENSE; PROMPT_URGENTE_PARA_CODEX.md; README.md; RELEASE_NOTES_v1.0.0-rc.3.md; RELEASE_NOTES_v1.0.0.md; SYSTEM_REQUIREMENTS.md; UI/component_inventory.md; UI/final-product-wireframe.md","RESCATE_CONSERVAR","aheadBehind=389/1; cherryPlus=1; cherryMinus=0; files3=440; files2=1607; priority=P0","conservar como rescate; agrupar por duplicados antes de cualquier limpieza futura"
"rescue/no-perder-nada-20260615-171019/worktree-head/005-C-/tmp/S_Hospital_final_rc","70df4b7edcdd8066d83bd8f664c78196dbd53af2","2026-06-12T15:20:52-06:00","docs(qa): document final RC scope cutover","38d2e6e192616ce0e08052aec80a118f3c8ff4be","229/4","d2f6f531598d0979ed86b58349dabafa53522d1a","False","4","0","4","80","1131"," 80 files changed, 1123 insertions(+), 316 deletions(-)"," 1131 files changed, 11344 insertions(+), 79695 deletions(-)","afb7f7c6652b692f0f99c4625c5b1f36f8b678ae8ec2526da5e32a2c6291825b","P0","rescue",".gitignore; docs/DECISIONS.md; frontend/src/features/onboarding/GuidedTour.tsx; frontend/src/layout/AppShell.tsx; frontend/src/layout/Topbar.tsx; qa/FINAL_RC_CUTOVER_2026_06_12.md; qa/screenshots/after/f4-billing-cashbox-flow-report.json; qa/screenshots/after/f4-cashbox-open.png; qa/screenshots/after/f4-history-reprint-receipt.png; qa/screenshots/after/f4-invoice-history.png; qa/screenshots/after/f4-new-invoice-paid-receipt.png; qa/screenshots/after/f4-new-invoice-service-selected.png; qa/screenshots/after/f5-desktop-dark-backups.png; qa/screenshots/after/f5-desktop-dark-cashbox.png; qa/screenshots/after/f5-desktop-dark-catalog.png; qa/screenshots/after/f5-desktop-dark-dashboard.png; qa/screenshots/after/f5-desktop-dark-invoice-history.png; qa/screenshots/after/f5-desktop-dark-new-invoice.png","RESCATE_CONSERVAR","aheadBehind=229/4; cherryPlus=4; cherryMinus=0; files3=80; files2=1131; priority=P0","conservar como rescate; agrupar por duplicados antes de cualquier limpieza futura"
"rescue/no-perder-nada-20260615-180121/stash/0","17f9fb5761f186e0d9643210a14569f993fad493","2026-06-14T10:26:00-06:00","WIP on fix/f7-operational-release-gate: e58270ff fix(deploy): harden production scheduler and offline release gate","e58270ffe884d0322910bc650c14ce81a3a7bf06","199/2","ea26162125368e6e33fd13cafb9af13b273143d2","False","1","0","2","22","883"," 22 files changed, 402 insertions(+), 104 deletions(-)"," 883 files changed, 9629 insertions(+), 71761 deletions(-)","0b2571f1ea6750a7e378db1f7897eed7fd6d8d81024921cbaa6768f25c5deaff","P1","rescue",".env.example; backend/app/Events/CashSessionChanged.php; backend/app/Events/InvoiceChanged.php; backend/app/Events/PaymentChanged.php; backend/app/Http/Controllers/AuthController.php; backend/app/Http/Controllers/EchoConfigController.php; backend/app/Http/Middleware/AddSecurityHeaders.php; backend/app/Http/Middleware/LoginLockout.php; backend/app/Models/AuditLog.php; backend/app/Models/LoginAttempt.php; backend/composer.json; backend/composer.lock; backend/config/broadcasting.php; backend/tests/Feature/AuditLogTest.php; backend/tests/Feature/BroadcastingWiringTest.php; backend/tests/Feature/LoginLockoutTest.php; docker-compose.prod.yml; frontend/src/lib/realtime/types.ts","RESCATE_CONSERVAR","aheadBehind=199/2; cherryPlus=1; cherryMinus=0; files3=22; files2=883; priority=P1","conservar como rescate; agrupar por duplicados antes de cualquier limpieza futura"
"rescue/no-perder-nada-20260615-180121/stash/1","62308c6fa2a21152b90d3a7d3f2ddb05b11aa496","2026-06-14T01:06:17-06:00","On merge/f6-approved-a9377e9f: preserve-untracked-idempotency-hardening-before-approved-gates","a9377e9fa71430c8667dd619022f58a9f28dcde4","203/3","ac066b91300079db9b21386bf4dd5206bda7982f","False","2","0","3","0","888",""," 888 files changed, 9602 insertions(+), 72453 deletions(-)","empty","P2","rescue","","RESCATE_CONSERVAR","aheadBehind=203/3; cherryPlus=2; cherryMinus=0; files3=0; files2=888; priority=P2","conservar como rescate; agrupar por duplicados antes de cualquier limpieza futura"
"rescue/no-perder-nada-20260615-180121/stash/10","e5db50b1c5cacc74ae0e4c3c06ffb9d61236ebb0","2026-06-02T21:53:04-06:00","On codex/audit-f1-config-hardening: safety-pr10-second-dirty-set-20260603","ec061a60017f71a37f7e915f737603f082a30a86","333/3","e2674ed2bc9f2d45c726362db4f3f9e4cc243f7f","False","2","0","3","1","1359"," 1 file changed, 200 insertions(+), 122 deletions(-)"," 1359 files changed, 9070 insertions(+), 101197 deletions(-)","5f6f3b71c56082b6bf2b7a2ad1e6a6b826c3f926bc085094ecf05eb055741db2","P1","rescue","frontend/src/features/reports/ReportsView.tsx","RESCATE_CONSERVAR","aheadBehind=333/3; cherryPlus=2; cherryMinus=0; files3=1; files2=1359; priority=P1","conservar como rescate; agrupar por duplicados antes de cualquier limpieza futura"
"rescue/no-perder-nada-20260615-180121/stash/11","d53627a887f39f7b0779229c9876765ca6e91b18","2026-06-02T21:51:36-06:00","On codex/audit-f1-config-hardening: safety-pr10-before-conflict-merge-20260603","ec061a60017f71a37f7e915f737603f082a30a86","333/3","99b76099957c9ec70a5c6c2b2abf83948c799214","False","2","0","3","8","1358"," 8 files changed, 228 insertions(+), 150 deletions(-)"," 1358 files changed, 9033 insertions(+), 101160 deletions(-)","ce534da91970e3077fab00745cd458cfed256d728ae0327bc4387d69876d2afc","P0","rescue","backend/app/Actions/Reports/DashboardReportService.php; backend/app/Actions/Reports/ExcelReportService.php; backend/app/Actions/Reports/PdfExportService.php; backend/app/Actions/Reports/PremiumExcelExportService.php; frontend/src/features/auth/LoginView.test.tsx; frontend/src/features/auth/LoginView.tsx; frontend/src/features/backups/BackupsView.tsx; frontend/src/features/catalog/CatalogView.tsx","RESCATE_CONSERVAR","aheadBehind=333/3; cherryPlus=2; cherryMinus=0; files3=8; files2=1358; priority=P0","conservar como rescate; agrupar por duplicados antes de cualquier limpieza futura"
"rescue/no-perder-nada-20260615-180121/stash/12","74dfa24b5777c36c308264a58e260a3a2a45924e","2026-06-01T23:40:45-06:00","On codex/production-readiness-hardening: codex-preserve-financial-facts-before-offline-release","15bcd6a115c81e81bbc58d2d90e0acfda0cb3b65","559/2","f55a4e0089e38f20feeddcaf0cb11eb78b28255e","False","1","0","2","1","1515"," 1 file changed, 26 insertions(+), 1 deletion(-)"," 1515 files changed, 11420 insertions(+), 128000 deletions(-)","c4e8662b622808b49de9acedb229e7ea545a9239b76931f223d86c167842c513","P1","rescue","backend/tests/Feature/FinancialFactsReportTest.php","RESCATE_CONSERVAR","aheadBehind=559/2; cherryPlus=1; cherryMinus=0; files3=1; files2=1515; priority=P1","conservar como rescate; agrupar por duplicados antes de cualquier limpieza futura"
"rescue/no-perder-nada-20260615-180121/stash/13","adc0d6ce094cd42561a61cbbd99b34ec2c29d17b","2026-06-01T23:40:24-06:00","On codex/production-readiness-hardening: codex-preserve-income-report-before-offline-release","15bcd6a115c81e81bbc58d2d90e0acfda0cb3b65","559/2","5da8884b65989fe224eae8e9c8b06d65004d6f3a","False","1","0","2","1","1515"," 1 file changed, 13 insertions(+), 1 deletion(-)"," 1515 files changed, 11420 insertions(+), 128013 deletions(-)","6b3cffa46494d511031e0e59be8d07d206dbb5825ee9722c8962a846955da7b0","P1","rescue","backend/app/Actions/Reports/IncomeReportService.php","RESCATE_CONSERVAR","aheadBehind=559/2; cherryPlus=1; cherryMinus=0; files3=1; files2=1515; priority=P1","conservar como rescate; agrupar por duplicados antes de cualquier limpieza futura"
"rescue/no-perder-nada-20260615-180121/stash/14","6a8d22e43c0b087e688858e2f40ee92dc653ad81","2026-06-01T23:39:51-06:00","On codex/production-readiness-hardening: codex-preserve-reports-test-before-offline-release","15bcd6a115c81e81bbc58d2d90e0acfda0cb3b65","559/2","ec8ac2a59868e386970dd671495a5bdc53333fd3","False","1","0","2","1","1515"," 1 file changed, 2 insertions(+), 1 deletion(-)"," 1515 files changed, 11420 insertions(+), 128024 deletions(-)","743606e69804c2a2363be97ac960ff169bb599ddb8f729de6967afdc108f5b2b","P1","rescue","backend/tests/Feature/ReportsTest.php","RESCATE_CONSERVAR","aheadBehind=559/2; cherryPlus=1; cherryMinus=0; files3=1; files2=1515; priority=P1","conservar como rescate; agrupar por duplicados antes de cualquier limpieza futura"
"rescue/no-perder-nada-20260615-180121/stash/15","1956dc0f8e00a14c7fcfeb6b365e63f9c6c5cac4","2026-06-01T23:39:14-06:00","On codex/production-readiness-hardening: codex-preserve-unrelated-before-offline-release","15bcd6a115c81e81bbc58d2d90e0acfda0cb3b65","559/2","544328f0c38a8a1703a9c9abdb37a7e22e6808c1","False","1","0","2","2","1515"," 2 files changed, 39 insertions(+), 2 deletions(-)"," 1515 files changed, 11419 insertions(+), 127987 deletions(-)","f13b5a3550866968b7e81d9b05a41b5378970029b3f26aba105572d675c45c3a","P1","rescue","backend/app/Actions/Reports/IncomeReportService.php; backend/tests/Feature/FinancialFactsReportTest.php","RESCATE_CONSERVAR","aheadBehind=559/2; cherryPlus=1; cherryMinus=0; files3=2; files2=1515; priority=P1","conservar como rescate; agrupar por duplicados antes de cualquier limpieza futura"
"rescue/no-perder-nada-20260615-180121/stash/16","00a0b62540252e6eb917ab2d3214c13dde444314","2026-05-19T00:52:51-06:00","On codex/operational-role-simulation-20260519: temp-current-leftovers-before-ux2-switch","186e8c2d75021af8c5c875058c4f6339d7a4c429","798/3","dc1c5cdc368062677c9d943904eb19dca213e0d1","False","2","0","3","3","1760"," 3 files changed, 195 insertions(+), 15 deletions(-)"," 1760 files changed, 11867 insertions(+), 164041 deletions(-)","d4e6ab391f75f89c4592a65637f8fa468b77930d994c20ad11aa38755a92d897","P1","rescue","frontend/e2e/production-readiness.spec.ts; frontend/src/App.test.tsx; qa/UX_OPERATIVA_AUDIT_2026-05-18.md","RESCATE_CONSERVAR","aheadBehind=798/3; cherryPlus=2; cherryMinus=0; files3=3; files2=1760; priority=P1","conservar como rescate; agrupar por duplicados antes de cualquier limpieza futura"
"rescue/no-perder-nada-20260615-180121/stash/17","1010a345a249703b99067ce649b2735b305e01a5","2026-05-19T00:51:41-06:00","On codex/operational-role-simulation-20260519: temp-catalog-before-ux2-fix-final","186e8c2d75021af8c5c875058c4f6339d7a4c429","798/2","df46bfb948faf5aa2fbcd23669d7f739a9b1e28e","False","1","0","2","1","1760"," 1 file changed, 18 insertions(+), 8 deletions(-)"," 1760 files changed, 11784 insertions(+), 164128 deletions(-)","61be1555470ecdfc7cf463163d3c1c704f9d35bc66ba68e401aec13709632247","P2","rescue","frontend/src/features/catalog/CatalogView.tsx","RESCATE_CONSERVAR","aheadBehind=798/2; cherryPlus=1; cherryMinus=0; files3=1; files2=1760; priority=P2","conservar como rescate; agrupar por duplicados antes de cualquier limpieza futura"
"rescue/no-perder-nada-20260615-180121/stash/18","6b2f004d67032db27c60ab7ac104e37ccedbd298","2026-05-19T00:48:52-06:00","On codex/operational-role-simulation-20260519: temp-preflight-dirty-before-ux2-fix-final","186e8c2d75021af8c5c875058c4f6339d7a4c429","798/3","08134f7aa593e994af0e043bcc18ca902336d2bc","False","2","0","3","20","1760"," 20 files changed, 91 insertions(+), 175 deletions(-)"," 1760 files changed, 11670 insertions(+), 164108 deletions(-)","00e44e03c83bc5118afeb809d732b6d98444a24dae01f99024e6d67f4144d037","P0","rescue","frontend/e2e/production-readiness.spec.ts; frontend/src/AppRoutes.tsx; frontend/src/features/reports/ReportsView.tsx; frontend/src/features/reports/components/AuditoriaTab.tsx; frontend/src/features/reports/components/CashSessionReportTab.tsx; frontend/src/features/reports/components/DailyReportTab.tsx; frontend/src/features/reports/components/IncomeReportTab.tsx; frontend/src/features/reports/components/ServiceSalesTab.tsx; qa/screenshots/phase-12-visual-smoke/backups.png; qa/screenshots/phase-12-visual-smoke/billing-confirm-modal.png; qa/screenshots/phase-12-visual-smoke/billing-new-empty.png; qa/screenshots/phase-12-visual-smoke/billing-new-with-services.png; qa/screenshots/phase-12-visual-smoke/cashbox.png; qa/screenshots/phase-12-visual-smoke/catalog.png; qa/screenshots/phase-12-visual-smoke/dashboard.png; qa/screenshots/phase-12-visual-smoke/fiscal-settings.png; qa/screenshots/phase-12-visual-smoke/invoices-history.png; qa/screenshots/phase-12-visual-smoke/receipt-preview.png","RESCATE_CONSERVAR","aheadBehind=798/3; cherryPlus=2; cherryMinus=0; files3=20; files2=1760; priority=P0","conservar como rescate; agrupar por duplicados antes de cualquier limpieza futura"
"rescue/no-perder-nada-20260615-180121/stash/19","db3a3280aac4b6ff05c8ee2a25e40f87780b48d5","2026-05-19T00:44:06-06:00","On codex/production-readiness-preflight: wip-final-ux-audit-residue-before-preflight-closeout","186e8c2d75021af8c5c875058c4f6339d7a4c429","798/2","c66a002c999d3c5e4ee460de79c735134284f665","False","1","0","2","1","1760"," 1 file changed, 81 insertions(+)"," 1760 files changed, 11816 insertions(+), 164089 deletions(-)","3c7244b1b4507516551bec82968e915222be5cfea8d7171eee69066c5d345736","P2","rescue","qa/UX_OPERATIVA_AUDIT_2026-05-18.md","RESCATE_CONSERVAR","aheadBehind=798/2; cherryPlus=1; cherryMinus=0; files3=1; files2=1760; priority=P2","conservar como rescate; agrupar por duplicados antes de cualquier limpieza futura"
"rescue/no-perder-nada-20260615-180121/stash/2","b0791cba6e0e559492e1f00e837431c34ed0724b","2026-06-14T01:00:38-06:00","On merge/f6-approved-a9377e9f: preserve-uncommitted-reports-test-before-approved-merge-gates","a9377e9fa71430c8667dd619022f58a9f28dcde4","203/2","53592277c53d3227f8b0db7d1ae603c1291a7bdc","False","1","0","2","1","888"," 1 file changed, 1 insertion(+), 1 deletion(-)"," 888 files changed, 9603 insertions(+), 72454 deletions(-)","92ba1098f727bdbd77f4dfd963a8fd7a8f521de48c90637b251b675d36454158","P1","rescue","frontend/src/features/reports/ReportsView.test.tsx","RESCATE_CONSERVAR","aheadBehind=203/2; cherryPlus=1; cherryMinus=0; files3=1; files2=888; priority=P1","conservar como rescate; agrupar por duplicados antes de cualquier limpieza futura"
"rescue/no-perder-nada-20260615-180121/stash/20","3174b52fdc740d33edf53650866ecf1311543b57","2026-05-19T00:43:08-06:00","On codex/production-readiness-preflight: wip-final-app-test-residue-before-preflight-closeout","186e8c2d75021af8c5c875058c4f6339d7a4c429","798/2","08bee1b96371aacb91bf28813d80e9bb366ba158","False","1","0","2","1","1760"," 1 file changed, 86 insertions(+)"," 1760 files changed, 11835 insertions(+), 164103 deletions(-)","e0a1beb25c6119f8422eb104d712ec95d0f21e738b962c6bd5a220fed444f9cd","P2","rescue","frontend/src/App.test.tsx","RESCATE_CONSERVAR","aheadBehind=798/2; cherryPlus=1; cherryMinus=0; files3=1; files2=1760; priority=P2","conservar como rescate; agrupar por duplicados antes de cualquier limpieza futura"
"rescue/no-perder-nada-20260615-180121/stash/21","95e0f529ba4b6414fc2211d468e0d425349003ee","2026-05-19T00:42:44-06:00","On codex/operational-role-simulation: wip-final-app-routes-residue-before-preflight-closeout","186e8c2d75021af8c5c875058c4f6339d7a4c429","798/4","271542a7915c2a2ced1ae55c7179b1e648c7f59c","False","3","0","4","9","1760"," 9 files changed, 349 insertions(+), 56 deletions(-)"," 1760 files changed, 11853 insertions(+), 163914 deletions(-)","37c0f64371fb07e2e1674547341629a9cdfb316a2d20176ad485e2af10197d65","P0","rescue","frontend/e2e/production-readiness.spec.ts; frontend/src/App.test.tsx; frontend/src/AppRoutes.tsx; frontend/src/features/cash/CashBoxView.tsx; frontend/src/features/cash/components/OpenSessionForm.tsx; frontend/src/features/cash/components/SessionSummary.tsx; frontend/src/features/invoices/InvoiceHistoryView.tsx; qa/UX_2_CASH_RECEIPT_AUDIT_2026-05-18.md; qa/visual-smoke/phase-12-visual-smoke.mjs","RESCATE_CONSERVAR","aheadBehind=798/4; cherryPlus=3; cherryMinus=0; files3=9; files2=1760; priority=P0","conservar como rescate; agrupar por duplicados antes de cualquier limpieza futura"
"rescue/no-perder-nada-20260615-180121/stash/22","813c221b5722eb28482d427d345ac28591cd475c","2026-05-19T00:42:16-06:00","On codex/production-readiness-preflight: temp-return-to-ux2-all-current-dirty","186e8c2d75021af8c5c875058c4f6339d7a4c429","798/3","a03e442ae7cba091fa068187d181d964ef933936","False","2","0","3","15","1760"," 15 files changed, 162 insertions(+), 226 deletions(-)"," 1760 files changed, 11692 insertions(+), 164110 deletions(-)","6ac2b5de7b6a0e376210d2301bd5d1db42e13f24afc86f8c8b2aa3f43818b55a","P0","rescue","frontend/src/AppRoutes.tsx; frontend/src/features/backups/BackupsView.tsx; frontend/src/features/catalog/CatalogView.tsx; frontend/src/features/catalog/components/ServiceSheet.tsx; frontend/src/features/invoices/InvoiceHistoryView.tsx; frontend/src/features/reports/ReportsView.tsx; frontend/src/features/reports/components/AuditoriaTab.tsx; frontend/src/features/reports/components/CashSessionReportTab.tsx; frontend/src/features/reports/components/DailyReportTab.tsx; frontend/src/features/reports/components/IncomeReportTab.tsx; frontend/src/features/reports/components/ServiceSalesTab.tsx; frontend/src/features/settings/components/FiscalSummary.tsx; frontend/src/lib/api/base.ts; qa/UX_OPERATIVA_AUDIT_2026-05-18.md; qa/screenshots/phase-12-visual-smoke/visual-smoke-report.json","RESCATE_CONSERVAR","aheadBehind=798/3; cherryPlus=2; cherryMinus=0; files3=15; files2=1760; priority=P0","conservar como rescate; agrupar por duplicados antes de cualquier limpieza futura"
"rescue/no-perder-nada-20260615-180121/stash/23","c433cd1b33d35152b8d84e62c9f3ec475ab61d9b","2026-05-19T00:39:04-06:00","On codex/production-readiness-preflight: wip-report-tabs-residue-before-preflight-push","186e8c2d75021af8c5c875058c4f6339d7a4c429","798/3","47ab78314fa7802aa2878bbcfb1fac2276eefda3","False","2","0","3","3","1760"," 3 files changed, 30 insertions(+), 2 deletions(-)"," 1760 files changed, 11793 insertions(+), 164119 deletions(-)","f3fee0eae639d8d3c893298311af7cde5f5dd8114477a3d39540ab83cf7bcd78","P1","rescue","frontend/src/features/reports/components/AuditoriaTab.tsx; frontend/src/features/reports/components/CashSessionReportTab.tsx; qa/UX_OPERATIVA_AUDIT_2026-05-18.md","RESCATE_CONSERVAR","aheadBehind=798/3; cherryPlus=2; cherryMinus=0; files3=3; files2=1760; priority=P1","conservar como rescate; agrupar por duplicados antes de cualquier limpieza futura"
"rescue/no-perder-nada-20260615-180121/stash/24","c6ae34f3410423ad865f3d406ca97d07834baa2d","2026-05-19T00:38:41-06:00","On codex/production-readiness-preflight: wip-service-sales-residue-before-preflight-push","186e8c2d75021af8c5c875058c4f6339d7a4c429","798/2","ef357aa5bf2ccead508653011ca2a1fbcc42aaa8","False","1","0","2","1","1760"," 1 file changed, 3 insertions(+), 2 deletions(-)"," 1760 files changed, 11774 insertions(+), 164127 deletions(-)","d383d79e53f30923fcc42a0ed2c13d32e95ef2a0580a8047742c4fa1d47289f3","P1","rescue","frontend/src/features/reports/components/ServiceSalesTab.tsx","RESCATE_CONSERVAR","aheadBehind=798/2; cherryPlus=1; cherryMinus=0; files3=1; files2=1760; priority=P1","conservar como rescate; agrupar por duplicados antes de cualquier limpieza futura"
"rescue/no-perder-nada-20260615-180121/stash/25","1efa365b43ce4804ec36d47ffede1cdc7a5b0458","2026-05-19T00:38:29-06:00","On codex/production-readiness-preflight: wip-post-e2e-operational-residue-before-preflight-push","186e8c2d75021af8c5c875058c4f6339d7a4c429","798/3","3f7856e3d935fd74b0d5ac3acfc3396ededd7440","False","2","0","3","12","1760"," 12 files changed, 104 insertions(+), 166 deletions(-)"," 1760 files changed, 11699 insertions(+), 164115 deletions(-)","e4d10ad14a4ac207214a6f458dbfe7b5d12d694d1a28e5bc4df43085c3fa6635","P0","rescue","frontend/src/AppRoutes.tsx; frontend/src/features/backups/BackupsView.tsx; frontend/src/features/backups/components/BackupStatusBadge.tsx; frontend/src/features/reports/ReportsView.tsx; frontend/src/features/reports/components/AuditoriaTab.tsx; frontend/src/features/reports/components/CashSessionReportTab.tsx; frontend/src/features/reports/components/DailyReportTab.tsx; frontend/src/features/reports/components/IncomeReportTab.tsx; frontend/src/features/reports/components/ServiceSalesTab.tsx; frontend/src/features/settings/FiscalSettingsView.tsx; frontend/src/features/settings/components/FiscalStatusCard.tsx; frontend/src/features/settings/components/FiscalSummary.tsx","RESCATE_CONSERVAR","aheadBehind=798/3; cherryPlus=2; cherryMinus=0; files3=12; files2=1760; priority=P0","conservar como rescate; agrupar por duplicados antes de cualquier limpieza futura"
"rescue/no-perder-nada-20260615-180121/stash/26","dbc961ded8ec282c7cbb2f32ca6d95d48374774b","2026-05-19T00:37:09-06:00","On codex/production-readiness-preflight: wip-post-build-frontend-residue-before-preflight-push","186e8c2d75021af8c5c875058c4f6339d7a4c429","798/3","02a0e350dd2e4e635e8ef04a890b9e4b1a95d19e","False","2","0","3","8","1760"," 8 files changed, 291 insertions(+), 58 deletions(-)"," 1760 files changed, 11920 insertions(+), 164041 deletions(-)","e3b41cde8022fe04cb9f9de7a0145ee1350405a6ed0be35745ee6be048b65cd5","P0","rescue","frontend/e2e/production-readiness.spec.ts; frontend/src/App.test.tsx; frontend/src/features/backups/components/BackupExplanationCard.tsx; frontend/src/features/catalog/CatalogView.tsx; frontend/src/features/catalog/components/ServiceSheet.tsx; frontend/src/features/invoices/InvoiceHistoryView.tsx; frontend/src/lib/api/base.ts; qa/UX_OPERATIVA_AUDIT_2026-05-18.md","RESCATE_CONSERVAR","aheadBehind=798/3; cherryPlus=2; cherryMinus=0; files3=8; files2=1760; priority=P0","conservar como rescate; agrupar por duplicados antes de cualquier limpieza futura"
"rescue/no-perder-nada-20260615-180121/stash/27","6ca25f2de318c3c66e7ab8462f6dc04c7cc5d610","2026-05-19T00:35:09-06:00","On codex/production-readiness-preflight: wip-more-frontend-residue-before-preflight-push","186e8c2d75021af8c5c875058c4f6339d7a4c429","798/3","c7eafaef4842a493c04ce3d574b0338659fb211a","False","2","0","3","2","1760"," 2 files changed, 12 insertions(+), 37 deletions(-)"," 1760 files changed, 11747 insertions(+), 164126 deletions(-)","46b24ae3245dd423767e4b1bfef213df35930593052a4171c760b6c0b120c02a","P1","rescue","frontend/src/features/catalog/CatalogView.tsx; frontend/src/features/reports/components/CashSessionReportTab.tsx","RESCATE_CONSERVAR","aheadBehind=798/3; cherryPlus=2; cherryMinus=0; files3=2; files2=1760; priority=P1","conservar como rescate; agrupar por duplicados antes de cualquier limpieza futura"
"rescue/no-perder-nada-20260615-180121/stash/28","a4da086e67ceaa003d257b2084b4f19ce519f3bc","2026-05-19T00:34:56-06:00","On codex/production-readiness-preflight: wip-auditoria-export-residue-before-preflight-push","186e8c2d75021af8c5c875058c4f6339d7a4c429","798/2","9185f4fcbcf133e8ed97d5437db83cae5b6aa35f","False","1","0","2","1","1760"," 1 file changed, 1 insertion(+), 1 deletion(-)"," 1760 files changed, 11774 insertions(+), 164128 deletions(-)","85f67fb0435814cf455e921a659af10c8e8559231eccdd32587f544692e6f369","P1","rescue","frontend/src/features/reports/components/AuditoriaTab.tsx","RESCATE_CONSERVAR","aheadBehind=798/2; cherryPlus=1; cherryMinus=0; files3=1; files2=1760; priority=P1","conservar como rescate; agrupar por duplicados antes de cualquier limpieza futura"
"rescue/no-perder-nada-20260615-180121/stash/29","74fb4928b0abe5d445fbd4967a4e9aee0ccae47a","2026-05-19T00:34:35-06:00","On codex/production-readiness-preflight: wip-frontend-residue-before-preflight-push","186e8c2d75021af8c5c875058c4f6339d7a4c429","798/3","36116b0e3937fbadb4193830aa17dc2487204148","False","2","0","3","5","1760"," 5 files changed, 28 insertions(+), 72 deletions(-)"," 1760 files changed, 11730 insertions(+), 164128 deletions(-)","5010802f6b38d59f59e2af55fe51727fa02c09bed832c20e7f0ab16c50d3abff","P1","rescue","frontend/src/features/reports/components/AuditoriaTab.tsx; frontend/src/features/reports/components/ServiceSalesTab.tsx; frontend/src/features/settings/FiscalSettingsView.tsx; frontend/src/features/settings/components/FiscalStatusCard.tsx; frontend/src/features/settings/components/FiscalSummary.tsx","RESCATE_CONSERVAR","aheadBehind=798/3; cherryPlus=2; cherryMinus=0; files3=5; files2=1760; priority=P1","conservar como rescate; agrupar por duplicados antes de cualquier limpieza futura"
"rescue/no-perder-nada-20260615-180121/stash/3","186623e4b38534f89232b563ec2b332f24303a79","2026-06-11T23:18:45-06:00","On main: PRE-F3 dirty baseline and ambiguous hunks 2026-06-11","be089042de4c517fe6df27aaf59bfc4e317c5a11","251/3","90bfcd57f5d4c6f72a19dd7275872a4de206d337","False","2","0","3","33","1187"," 33 files changed, 1194 insertions(+), 678 deletions(-)"," 1187 files changed, 10887 insertions(+), 84333 deletions(-)","29104f08ddafd02a701c56aaff2c2231e0ed17870293f1b744e6daf0cf8d3af8","P0","rescue","backend/app/Actions/Reports/PremiumExcelExportService.php; docs/API_CONTRACTS.md; frontend/src/App.test.tsx; frontend/src/App.tsx; frontend/src/AppRoutes.tsx; frontend/src/app/useHospitalSession.ts; frontend/src/components/ui/alert.tsx; frontend/src/components/ui/button.tsx; frontend/src/features/admin/UsersView.tsx; frontend/src/features/auth/LoginView.a11y.test.tsx; frontend/src/features/auth/LoginView.test.tsx; frontend/src/features/auth/LoginView.tsx; frontend/src/features/backups/BackupsView.tsx; frontend/src/features/catalog/components/ServiceSheet.test.tsx; frontend/src/features/catalog/components/ServiceSheet.tsx; frontend/src/features/dashboard/DashboardView.test.tsx; frontend/src/features/dashboard/DashboardView.tsx; frontend/src/features/invoices/InvoiceHistoryView.tsx","RESCATE_CONSERVAR","aheadBehind=251/3; cherryPlus=2; cherryMinus=0; files3=33; files2=1187; priority=P0","conservar como rescate; agrupar por duplicados antes de cualquier limpieza futura"
