"Ref","SHA","Tree","Upstream","CommitterDate","Author","Subject"
"origin/rescue/no-perder-nada-20260615-171019/stash/9","3b7ba59588e9e64daf2d7ce9acacdf8d287f76c7","afbb2db65e30c74c7e757d036292d4cc507a36c9","","2026-06-02 22:08:11 -0600","AugustoMelara-Dev","On codex/audit-f1-config-hardening: verify-baseline"
"origin/rescue/no-perder-nada-20260615-180121/stash/9","3b7ba59588e9e64daf2d7ce9acacdf8d287f76c7","afbb2db65e30c74c7e757d036292d4cc507a36c9","","2026-06-02 22:08:11 -0600","AugustoMelara-Dev","On codex/audit-f1-config-hardening: verify-baseline"
"rescue/no-perder-nada-20260615-171019/stash/10","e5db50b1c5cacc74ae0e4c3c06ffb9d61236ebb0","e2674ed2bc9f2d45c726362db4f3f9e4cc243f7f","","2026-06-02 21:53:04 -0600","AugustoMelara-Dev","On codex/audit-f1-config-hardening: safety-pr10-second-dirty-set-20260603"
"rescue/no-perder-nada-20260615-180121/stash/10","e5db50b1c5cacc74ae0e4c3c06ffb9d61236ebb0","e2674ed2bc9f2d45c726362db4f3f9e4cc243f7f","","2026-06-02 21:53:04 -0600","AugustoMelara-Dev","On codex/audit-f1-config-hardening: safety-pr10-second-dirty-set-20260603"
"origin/rescue/no-perder-nada-20260615-171019/stash/10","e5db50b1c5cacc74ae0e4c3c06ffb9d61236ebb0","e2674ed2bc9f2d45c726362db4f3f9e4cc243f7f","","2026-06-02 21:53:04 -0600","AugustoMelara-Dev","On codex/audit-f1-config-hardening: safety-pr10-second-dirty-set-20260603"
"origin/rescue/no-perder-nada-20260615-180121/stash/10","e5db50b1c5cacc74ae0e4c3c06ffb9d61236ebb0","e2674ed2bc9f2d45c726362db4f3f9e4cc243f7f","","2026-06-02 21:53:04 -0600","AugustoMelara-Dev","On codex/audit-f1-config-hardening: safety-pr10-second-dirty-set-20260603"
"rescue/no-perder-nada-20260615-171019/stash/11","d53627a887f39f7b0779229c9876765ca6e91b18","99b76099957c9ec70a5c6c2b2abf83948c799214","","2026-06-02 21:51:36 -0600","AugustoMelara-Dev","On codex/audit-f1-config-hardening: safety-pr10-before-conflict-merge-20260603"
"rescue/no-perder-nada-20260615-180121/stash/11","d53627a887f39f7b0779229c9876765ca6e91b18","99b76099957c9ec70a5c6c2b2abf83948c799214","","2026-06-02 21:51:36 -0600","AugustoMelara-Dev","On codex/audit-f1-config-hardening: safety-pr10-before-conflict-merge-20260603"
"origin/rescue/no-perder-nada-20260615-171019/stash/11","d53627a887f39f7b0779229c9876765ca6e91b18","99b76099957c9ec70a5c6c2b2abf83948c799214","","2026-06-02 21:51:36 -0600","AugustoMelara-Dev","On codex/audit-f1-config-hardening: safety-pr10-before-conflict-merge-20260603"
"origin/rescue/no-perder-nada-20260615-180121/stash/11","d53627a887f39f7b0779229c9876765ca6e91b18","99b76099957c9ec70a5c6c2b2abf83948c799214","","2026-06-02 21:51:36 -0600","AugustoMelara-Dev","On codex/audit-f1-config-hardening: safety-pr10-before-conflict-merge-20260603"
"rescue/no-perder-nada-20260615-171019/worktree-head/033-C-/tmp/S_Hospital_release_aa26280b","aa26280b74e18a2d342aff60a2bcfb5db87a5965","62c194ecac8a5ab59a8ad26542707bb93dbdf926","","2026-06-02 21:39:02 -0600","AugustoMelara-Dev","chore(db): nullOnDelete for service_price_histories + explicit InnoDB (phase C7+C8)"
"rescue/no-perder-nada-20260615-180121/worktree-head/033-","aa26280b74e18a2d342aff60a2bcfb5db87a5965","62c194ecac8a5ab59a8ad26542707bb93dbdf926","","2026-06-02 21:39:02 -0600","AugustoMelara-Dev","chore(db): nullOnDelete for service_price_histories + explicit InnoDB (phase C7+C8)"
"origin/rescue/no-perder-nada-20260615-171019/worktree-head/033-C-/tmp/S_Hospital_release_aa26280b","aa26280b74e18a2d342aff60a2bcfb5db87a5965","62c194ecac8a5ab59a8ad26542707bb93dbdf926","","2026-06-02 21:39:02 -0600","AugustoMelara-Dev","chore(db): nullOnDelete for service_price_histories + explicit InnoDB (phase C7+C8)"
"origin/rescue/no-perder-nada-20260615-180121/worktree-head/033-","aa26280b74e18a2d342aff60a2bcfb5db87a5965","62c194ecac8a5ab59a8ad26542707bb93dbdf926","","2026-06-02 21:39:02 -0600","AugustoMelara-Dev","chore(db): nullOnDelete for service_price_histories + explicit InnoDB (phase C7+C8)"
"rescue/no-perder-nada-20260615-171019/worktree-head/043-C-/tmp/S_Hospital_release_c341cd69","c341cd6958e941818cb06822c8f48fffe2db6795","eddb1f1415e8f2a7dcaae800b89dd2317d18e88c","","2026-06-02 21:32:14 -0600","AugustoMelara-Dev","docs: add v1.0.0-rc.4 release notes (phase G1)"
"rescue/no-perder-nada-20260615-180121/worktree-head/043-","c341cd6958e941818cb06822c8f48fffe2db6795","eddb1f1415e8f2a7dcaae800b89dd2317d18e88c","","2026-06-02 21:32:14 -0600","AugustoMelara-Dev","docs: add v1.0.0-rc.4 release notes (phase G1)"
"origin/rescue/no-perder-nada-20260615-171019/worktree-head/043-C-/tmp/S_Hospital_release_c341cd69","c341cd6958e941818cb06822c8f48fffe2db6795","eddb1f1415e8f2a7dcaae800b89dd2317d18e88c","","2026-06-02 21:32:14 -0600","AugustoMelara-Dev","docs: add v1.0.0-rc.4 release notes (phase G1)"
"origin/rescue/no-perder-nada-20260615-180121/worktree-head/043-","c341cd6958e941818cb06822c8f48fffe2db6795","eddb1f1415e8f2a7dcaae800b89dd2317d18e88c","","2026-06-02 21:32:14 -0600","AugustoMelara-Dev","docs: add v1.0.0-rc.4 release notes (phase G1)"
"rescue/no-perder-nada-20260615-171019/worktree-head/009-C-/tmp/S_Hospital_release_12062039","120620390b1bad9a49cbf07a5ecc4ee3709dd82f","8f9ea3a6f50c40794f52627dd908a6a55a44a291","","2026-06-02 21:26:44 -0600","AugustoMelara-Dev","fix(authz): register resource policies safely"
"rescue/no-perder-nada-20260615-180121/worktree-head/009-","120620390b1bad9a49cbf07a5ecc4ee3709dd82f","8f9ea3a6f50c40794f52627dd908a6a55a44a291","","2026-06-02 21:26:44 -0600","AugustoMelara-Dev","fix(authz): register resource policies safely"
"origin/rescue/no-perder-nada-20260615-171019/worktree-head/009-C-/tmp/S_Hospital_release_12062039","120620390b1bad9a49cbf07a5ecc4ee3709dd82f","8f9ea3a6f50c40794f52627dd908a6a55a44a291","","2026-06-02 21:26:44 -0600","AugustoMelara-Dev","fix(authz): register resource policies safely"
"origin/rescue/no-perder-nada-20260615-180121/worktree-head/009-","120620390b1bad9a49cbf07a5ecc4ee3709dd82f","8f9ea3a6f50c40794f52627dd908a6a55a44a291","","2026-06-02 21:26:44 -0600","AugustoMelara-Dev","fix(authz): register resource policies safely"
"rescue/no-perder-nada-20260615-171019/worktree-head/041-C-/tmp/S_Hospital_release_b9d47c7c","b9d47c7cc695904e19d146d9e3783d272d79575c","f044f7c0c0a2ccc9c1c7e924cfb25a4160fab669","","2026-06-02 17:05:18 -0600","AugustoMelara-Dev","docs(ops): align agent docker commands"
"rescue/no-perder-nada-20260615-180121/worktree-head/041-","b9d47c7cc695904e19d146d9e3783d272d79575c","f044f7c0c0a2ccc9c1c7e924cfb25a4160fab669","","2026-06-02 17:05:18 -0600","AugustoMelara-Dev","docs(ops): align agent docker commands"
"origin/rescue/no-perder-nada-20260615-171019/worktree-head/041-C-/tmp/S_Hospital_release_b9d47c7c","b9d47c7cc695904e19d146d9e3783d272d79575c","f044f7c0c0a2ccc9c1c7e924cfb25a4160fab669","","2026-06-02 17:05:18 -0600","AugustoMelara-Dev","docs(ops): align agent docker commands"
"origin/rescue/no-perder-nada-20260615-180121/worktree-head/041-","b9d47c7cc695904e19d146d9e3783d272d79575c","f044f7c0c0a2ccc9c1c7e924cfb25a4160fab669","","2026-06-02 17:05:18 -0600","AugustoMelara-Dev","docs(ops): align agent docker commands"
"rescue/no-perder-nada-20260615-171019/worktree-head/042-C-/tmp/S_Hospital_release_ba6fbe17","ba6fbe172e78eadc857932f7cad1444c1637dcf6","f5f805dd698555f891081e0ffeab321d9fe5524e","","2026-06-02 17:00:41 -0600","AugustoMelara-Dev","fix(reports): document advanced filters in openapi"
"rescue/no-perder-nada-20260615-180121/worktree-head/042-","ba6fbe172e78eadc857932f7cad1444c1637dcf6","f5f805dd698555f891081e0ffeab321d9fe5524e","","2026-06-02 17:00:41 -0600","AugustoMelara-Dev","fix(reports): document advanced filters in openapi"
"origin/rescue/no-perder-nada-20260615-171019/worktree-head/042-C-/tmp/S_Hospital_release_ba6fbe17","ba6fbe172e78eadc857932f7cad1444c1637dcf6","f5f805dd698555f891081e0ffeab321d9fe5524e","","2026-06-02 17:00:41 -0600","AugustoMelara-Dev","fix(reports): document advanced filters in openapi"
"origin/rescue/no-perder-nada-20260615-180121/worktree-head/042-","ba6fbe172e78eadc857932f7cad1444c1637dcf6","f5f805dd698555f891081e0ffeab321d9fe5524e","","2026-06-02 17:00:41 -0600","AugustoMelara-Dev","fix(reports): document advanced filters in openapi"
"rescue/no-perder-nada-20260615-171019/worktree-head/027-C-/tmp/S_Hospital_release_7b9ef710","7b9ef710ffe1767ed9b692e2c6391e2372e54955","0d54cd8fb778b9c74b2836e83a39e67c79c9d265","","2026-06-02 16:50:29 -0600","AugustoMelara-Dev","test(ops): guard LAN validation evidence safety"
"rescue/no-perder-nada-20260615-180121/worktree-head/027-","7b9ef710ffe1767ed9b692e2c6391e2372e54955","0d54cd8fb778b9c74b2836e83a39e67c79c9d265","","2026-06-02 16:50:29 -0600","AugustoMelara-Dev","test(ops): guard LAN validation evidence safety"
"origin/rescue/no-perder-nada-20260615-171019/worktree-head/027-C-/tmp/S_Hospital_release_7b9ef710","7b9ef710ffe1767ed9b692e2c6391e2372e54955","0d54cd8fb778b9c74b2836e83a39e67c79c9d265","","2026-06-02 16:50:29 -0600","AugustoMelara-Dev","test(ops): guard LAN validation evidence safety"
"origin/rescue/no-perder-nada-20260615-180121/worktree-head/027-","7b9ef710ffe1767ed9b692e2c6391e2372e54955","0d54cd8fb778b9c74b2836e83a39e67c79c9d265","","2026-06-02 16:50:29 -0600","AugustoMelara-Dev","test(ops): guard LAN validation evidence safety"
"rescue/no-perder-nada-20260615-171019/worktree-head/022-C-/tmp/S_Hospital_release_6f022f01","6f022f01102e74499e76647a948b1e7b8eebcb63","7e2baf3afc9b52f55a821d3cf93916883bfe0dd3","","2026-06-02 16:41:09 -0600","AugustoMelara-Dev","fix(reports): use human cashier filter selector"
"rescue/no-perder-nada-20260615-180121/worktree-head/022-","6f022f01102e74499e76647a948b1e7b8eebcb63","7e2baf3afc9b52f55a821d3cf93916883bfe0dd3","","2026-06-02 16:41:09 -0600","AugustoMelara-Dev","fix(reports): use human cashier filter selector"
"origin/rescue/no-perder-nada-20260615-171019/worktree-head/022-C-/tmp/S_Hospital_release_6f022f01","6f022f01102e74499e76647a948b1e7b8eebcb63","7e2baf3afc9b52f55a821d3cf93916883bfe0dd3","","2026-06-02 16:41:09 -0600","AugustoMelara-Dev","fix(reports): use human cashier filter selector"
"origin/rescue/no-perder-nada-20260615-180121/worktree-head/022-","6f022f01102e74499e76647a948b1e7b8eebcb63","7e2baf3afc9b52f55a821d3cf93916883bfe0dd3","","2026-06-02 16:41:09 -0600","AugustoMelara-Dev","fix(reports): use human cashier filter selector"
"rescue/no-perder-nada-20260615-171019/worktree-head/045-C-/tmp/S_Hospital_release_c71b46ba","c71b46ba8c0bd9b6ab5316f44d0b67d4417d7bc4","4a4885e5059a7bd785b17333d84e6fb9716512e8","","2026-06-02 16:30:43 -0600","AugustoMelara-Dev","docs(ops): require LAN validation evidence"
"rescue/no-perder-nada-20260615-180121/worktree-head/045-","c71b46ba8c0bd9b6ab5316f44d0b67d4417d7bc4","4a4885e5059a7bd785b17333d84e6fb9716512e8","","2026-06-02 16:30:43 -0600","AugustoMelara-Dev","docs(ops): require LAN validation evidence"
"origin/rescue/no-perder-nada-20260615-171019/worktree-head/045-C-/tmp/S_Hospital_release_c71b46ba","c71b46ba8c0bd9b6ab5316f44d0b67d4417d7bc4","4a4885e5059a7bd785b17333d84e6fb9716512e8","","2026-06-02 16:30:43 -0600","AugustoMelara-Dev","docs(ops): require LAN validation evidence"
"origin/rescue/no-perder-nada-20260615-180121/worktree-head/045-","c71b46ba8c0bd9b6ab5316f44d0b67d4417d7bc4","4a4885e5059a7bd785b17333d84e6fb9716512e8","","2026-06-02 16:30:43 -0600","AugustoMelara-Dev","docs(ops): require LAN validation evidence"
"rescue/no-perder-nada-20260615-171019/worktree-head/030-C-/tmp/S_Hospital_release_94b36f43","94b36f43b59cfa6b3050baba0027673cdabef36b","dc678aa1cb20b176dc1afa0126d34125f4ad6e78","","2026-06-02 16:23:42 -0600","AugustoMelara-Dev","fix(ops): harden maintenance mode messaging"
"rescue/no-perder-nada-20260615-180121/worktree-head/030-","94b36f43b59cfa6b3050baba0027673cdabef36b","dc678aa1cb20b176dc1afa0126d34125f4ad6e78","","2026-06-02 16:23:42 -0600","AugustoMelara-Dev","fix(ops): harden maintenance mode messaging"
"origin/rescue/no-perder-nada-20260615-171019/worktree-head/030-C-/tmp/S_Hospital_release_94b36f43","94b36f43b59cfa6b3050baba0027673cdabef36b","dc678aa1cb20b176dc1afa0126d34125f4ad6e78","","2026-06-02 16:23:42 -0600","AugustoMelara-Dev","fix(ops): harden maintenance mode messaging"
"origin/rescue/no-perder-nada-20260615-180121/worktree-head/030-","94b36f43b59cfa6b3050baba0027673cdabef36b","dc678aa1cb20b176dc1afa0126d34125f4ad6e78","","2026-06-02 16:23:42 -0600","AugustoMelara-Dev","fix(ops): harden maintenance mode messaging"
"rescue/no-perder-nada-20260615-171019/worktree-head/019-C-/tmp/S_Hospital_release_5e1b6aad","5e1b6aad455f47b7776f2750edaa034006cbd610","95feedb876e4a9de6341542e83cba23046e98af9","","2026-06-02 16:07:51 -0600","AugustoMelara-Dev","docs(operator): ship master operator manual index"
"rescue/no-perder-nada-20260615-180121/worktree-head/019-","5e1b6aad455f47b7776f2750edaa034006cbd610","95feedb876e4a9de6341542e83cba23046e98af9","","2026-06-02 16:07:51 -0600","AugustoMelara-Dev","docs(operator): ship master operator manual index"
"origin/rescue/no-perder-nada-20260615-171019/worktree-head/019-C-/tmp/S_Hospital_release_5e1b6aad","5e1b6aad455f47b7776f2750edaa034006cbd610","95feedb876e4a9de6341542e83cba23046e98af9","","2026-06-02 16:07:51 -0600","AugustoMelara-Dev","docs(operator): ship master operator manual index"
"origin/rescue/no-perder-nada-20260615-180121/worktree-head/019-","5e1b6aad455f47b7776f2750edaa034006cbd610","95feedb876e4a9de6341542e83cba23046e98af9","","2026-06-02 16:07:51 -0600","AugustoMelara-Dev","docs(operator): ship master operator manual index"
"rescue/no-perder-nada-20260615-171019/worktree-head/028-C-/tmp/S_Hospital_release_88da8acd","88da8acd3f1ce448493be6671b7c626f24145b46","e0cbd09e6dcdc30f91203c241d6fd09d6208326e","","2026-06-02 16:06:42 -0600","AugustoMelara-Dev","fix(ops): preflight now rejects placeholder APP_KEY and dev-default DB passwords"
"rescue/no-perder-nada-20260615-180121/worktree-head/028-","88da8acd3f1ce448493be6671b7c626f24145b46","e0cbd09e6dcdc30f91203c241d6fd09d6208326e","","2026-06-02 16:06:42 -0600","AugustoMelara-Dev","fix(ops): preflight now rejects placeholder APP_KEY and dev-default DB passwords"
"origin/rescue/no-perder-nada-20260615-171019/worktree-head/028-C-/tmp/S_Hospital_release_88da8acd","88da8acd3f1ce448493be6671b7c626f24145b46","e0cbd09e6dcdc30f91203c241d6fd09d6208326e","","2026-06-02 16:06:42 -0600","AugustoMelara-Dev","fix(ops): preflight now rejects placeholder APP_KEY and dev-default DB passwords"
"origin/rescue/no-perder-nada-20260615-180121/worktree-head/028-","88da8acd3f1ce448493be6671b7c626f24145b46","e0cbd09e6dcdc30f91203c241d6fd09d6208326e","","2026-06-02 16:06:42 -0600","AugustoMelara-Dev","fix(ops): preflight now rejects placeholder APP_KEY and dev-default DB passwords"
"rescue/no-perder-nada-20260615-171019/worktree-head/026-C-/tmp/S_Hospital_release_7b7c44a1","7b7c44a1939ec8be9cf3e9753d72e44ce1523987","32b4082da3643ad40bd2e400a2560f10da564cbc","","2026-06-02 16:04:58 -0600","AugustoMelara-Dev","fix(db): move schema_extensions_for_barcode_reports.sql to _reference_DO_NOT_EXECUTE"
"rescue/no-perder-nada-20260615-180121/worktree-head/026-","7b7c44a1939ec8be9cf3e9753d72e44ce1523987","32b4082da3643ad40bd2e400a2560f10da564cbc","","2026-06-02 16:04:58 -0600","AugustoMelara-Dev","fix(db): move schema_extensions_for_barcode_reports.sql to _reference_DO_NOT_EXECUTE"
"origin/rescue/no-perder-nada-20260615-171019/worktree-head/026-C-/tmp/S_Hospital_release_7b7c44a1","7b7c44a1939ec8be9cf3e9753d72e44ce1523987","32b4082da3643ad40bd2e400a2560f10da564cbc","","2026-06-02 16:04:58 -0600","AugustoMelara-Dev","fix(db): move schema_extensions_for_barcode_reports.sql to _reference_DO_NOT_EXECUTE"
"origin/rescue/no-perder-nada-20260615-180121/worktree-head/026-","7b7c44a1939ec8be9cf3e9753d72e44ce1523987","32b4082da3643ad40bd2e400a2560f10da564cbc","","2026-06-02 16:04:58 -0600","AugustoMelara-Dev","fix(db): move schema_extensions_for_barcode_reports.sql to _reference_DO_NOT_EXECUTE"
"rescue/no-perder-nada-20260615-171019/worktree-head/050-C-/tmp/S_Hospital_release_f2ae2038","f2ae20380122e50000f8216ec1e10c02b4345f46","51b91091a09108ea1f665e0bdc13d87887202a95","","2026-06-02 15:41:30 -0600","AugustoMelara-Dev","fix(reports): show human export filters"
"rescue/no-perder-nada-20260615-180121/worktree-head/050-","f2ae20380122e50000f8216ec1e10c02b4345f46","51b91091a09108ea1f665e0bdc13d87887202a95","","2026-06-02 15:41:30 -0600","AugustoMelara-Dev","fix(reports): show human export filters"
"origin/rescue/no-perder-nada-20260615-171019/worktree-head/050-C-/tmp/S_Hospital_release_f2ae2038","f2ae20380122e50000f8216ec1e10c02b4345f46","51b91091a09108ea1f665e0bdc13d87887202a95","","2026-06-02 15:41:30 -0600","AugustoMelara-Dev","fix(reports): show human export filters"
"origin/rescue/no-perder-nada-20260615-180121/worktree-head/050-","f2ae20380122e50000f8216ec1e10c02b4345f46","51b91091a09108ea1f665e0bdc13d87887202a95","","2026-06-02 15:41:30 -0600","AugustoMelara-Dev","fix(reports): show human export filters"
"rescue/no-perder-nada-20260615-171019/worktree-head/006-C-/tmp/S_Hospital_release_01a01568","01a01568cbac935df1ae623b454acef9676ab5a5","db74f0153341514fbaa7de8f1e07c3eb3897ce98","","2026-06-02 15:33:42 -0600","AugustoMelara-Dev","docs(security): record production style nonce CSP decision"
"rescue/no-perder-nada-20260615-180121/worktree-head/006-","01a01568cbac935df1ae623b454acef9676ab5a5","db74f0153341514fbaa7de8f1e07c3eb3897ce98","","2026-06-02 15:33:42 -0600","AugustoMelara-Dev","docs(security): record production style nonce CSP decision"
"origin/rescue/no-perder-nada-20260615-171019/worktree-head/006-C-/tmp/S_Hospital_release_01a01568","01a01568cbac935df1ae623b454acef9676ab5a5","db74f0153341514fbaa7de8f1e07c3eb3897ce98","","2026-06-02 15:33:42 -0600","AugustoMelara-Dev","docs(security): record production style nonce CSP decision"
"origin/rescue/no-perder-nada-20260615-180121/worktree-head/006-","01a01568cbac935df1ae623b454acef9676ab5a5","db74f0153341514fbaa7de8f1e07c3eb3897ce98","","2026-06-02 15:33:42 -0600","AugustoMelara-Dev","docs(security): record production style nonce CSP decision"
"rescue/no-perder-nada-20260615-171019/worktree-head/008-C-/tmp/S_Hospital_release_0b956a9b","0b956a9ba493cfcb018c692cc75ea9e18288975e","c20a06f36e9ebb467e5e0396c587ee152c75884a","","2026-06-02 15:30:17 -0600","AugustoMelara-Dev","fix(reports): clarify prorated collected export labels"
"rescue/no-perder-nada-20260615-180121/worktree-head/008-","0b956a9ba493cfcb018c692cc75ea9e18288975e","c20a06f36e9ebb467e5e0396c587ee152c75884a","","2026-06-02 15:30:17 -0600","AugustoMelara-Dev","fix(reports): clarify prorated collected export labels"
"origin/rescue/no-perder-nada-20260615-171019/worktree-head/008-C-/tmp/S_Hospital_release_0b956a9b","0b956a9ba493cfcb018c692cc75ea9e18288975e","c20a06f36e9ebb467e5e0396c587ee152c75884a","","2026-06-02 15:30:17 -0600","AugustoMelara-Dev","fix(reports): clarify prorated collected export labels"
"origin/rescue/no-perder-nada-20260615-180121/worktree-head/008-","0b956a9ba493cfcb018c692cc75ea9e18288975e","c20a06f36e9ebb467e5e0396c587ee152c75884a","","2026-06-02 15:30:17 -0600","AugustoMelara-Dev","fix(reports): clarify prorated collected export labels"
"rescue/no-perder-nada-20260615-171019/worktree-head/034-C-/tmp/S_Hospital_release_abde1431","abde14316ce76a64f9dcedb5ca8a1cb658916f06","8e475a01e7b3db6501909ffc0d0ea9961201561f","","2026-06-02 15:17:20 -0600","AugustoMelara-Dev","fix(reports): normalize cash session export dates"
"rescue/no-perder-nada-20260615-180121/worktree-head/034-","abde14316ce76a64f9dcedb5ca8a1cb658916f06","8e475a01e7b3db6501909ffc0d0ea9961201561f","","2026-06-02 15:17:20 -0600","AugustoMelara-Dev","fix(reports): normalize cash session export dates"
"origin/rescue/no-perder-nada-20260615-171019/worktree-head/034-C-/tmp/S_Hospital_release_abde1431","abde14316ce76a64f9dcedb5ca8a1cb658916f06","8e475a01e7b3db6501909ffc0d0ea9961201561f","","2026-06-02 15:17:20 -0600","AugustoMelara-Dev","fix(reports): normalize cash session export dates"
"origin/rescue/no-perder-nada-20260615-180121/worktree-head/034-","abde14316ce76a64f9dcedb5ca8a1cb658916f06","8e475a01e7b3db6501909ffc0d0ea9961201561f","","2026-06-02 15:17:20 -0600","AugustoMelara-Dev","fix(reports): normalize cash session export dates"
"rescue/no-perder-nada-20260615-171019/worktree-head/037-C-/tmp/S_Hospital_release_b2fe0b43","e6512ebdc9088f98cf686c55b3dcb4623847d9fd","ccd54a36005736e1ebcec1e5101ce6d384c39535","","2026-06-02 15:13:48 -0600","AugustoMelara-Dev","refactor(frontend): consolidate duplicated formatDate helpers and drop dead formatCurrency"
"rescue/no-perder-nada-20260615-180121/worktree-head/037-","e6512ebdc9088f98cf686c55b3dcb4623847d9fd","ccd54a36005736e1ebcec1e5101ce6d384c39535","","2026-06-02 15:13:48 -0600","AugustoMelara-Dev","refactor(frontend): consolidate duplicated formatDate helpers and drop dead formatCurrency"
"origin/rescue/no-perder-nada-20260615-171019/worktree-head/037-C-/tmp/S_Hospital_release_b2fe0b43","e6512ebdc9088f98cf686c55b3dcb4623847d9fd","ccd54a36005736e1ebcec1e5101ce6d384c39535","","2026-06-02 15:13:48 -0600","AugustoMelara-Dev","refactor(frontend): consolidate duplicated formatDate helpers and drop dead formatCurrency"
"origin/rescue/no-perder-nada-20260615-180121/worktree-head/037-","e6512ebdc9088f98cf686c55b3dcb4623847d9fd","ccd54a36005736e1ebcec1e5101ce6d384c39535","","2026-06-02 15:13:48 -0600","AugustoMelara-Dev","refactor(frontend): consolidate duplicated formatDate helpers and drop dead formatCurrency"
"rescue/no-perder-nada-20260615-171019/worktree-head/052-C-/tmp/S_Hospital_verify_b2fe0b43","b2fe0b430be9aa94a955d4bb6dee57a3c8dcc62b","66f04a9fe706a308d1abee0e6515c5f70933b031","","2026-06-02 15:11:08 -0600","AugustoMelara-Dev","fix(receipts): define shared receipt datetime formatter"
"rescue/no-perder-nada-20260615-180121/worktree-head/052-","b2fe0b430be9aa94a955d4bb6dee57a3c8dcc62b","66f04a9fe706a308d1abee0e6515c5f70933b031","","2026-06-02 15:11:08 -0600","AugustoMelara-Dev","fix(receipts): define shared receipt datetime formatter"
"origin/rescue/no-perder-nada-20260615-171019/worktree-head/052-C-/tmp/S_Hospital_verify_b2fe0b43","b2fe0b430be9aa94a955d4bb6dee57a3c8dcc62b","66f04a9fe706a308d1abee0e6515c5f70933b031","","2026-06-02 15:11:08 -0600","AugustoMelara-Dev","fix(receipts): define shared receipt datetime formatter"
"origin/rescue/no-perder-nada-20260615-180121/worktree-head/052-","b2fe0b430be9aa94a955d4bb6dee57a3c8dcc62b","66f04a9fe706a308d1abee0e6515c5f70933b031","","2026-06-02 15:11:08 -0600","AugustoMelara-Dev","fix(receipts): define shared receipt datetime formatter"
"rescue/no-perder-nada-20260615-171019/worktree-head/017-C-/tmp/S_Hospital_release_3efa89d0","3efa89d0d0883dba2fbf77702facfc823c3796f7","a3f19bdd2fbf1c8e98e0f9b4c8d2bb9b6464bf07","","2026-06-02 14:51:41 -0600","AugustoMelara-Dev","fix(ops): harden docker-compose.prod with no-new-privileges, resource caps, pinned images, and build-time validation"
"rescue/no-perder-nada-20260615-180121/worktree-head/017-","3efa89d0d0883dba2fbf77702facfc823c3796f7","a3f19bdd2fbf1c8e98e0f9b4c8d2bb9b6464bf07","","2026-06-02 14:51:41 -0600","AugustoMelara-Dev","fix(ops): harden docker-compose.prod with no-new-privileges, resource caps, pinned images, and build-time validation"
"origin/rescue/no-perder-nada-20260615-171019/worktree-head/017-C-/tmp/S_Hospital_release_3efa89d0","3efa89d0d0883dba2fbf77702facfc823c3796f7","a3f19bdd2fbf1c8e98e0f9b4c8d2bb9b6464bf07","","2026-06-02 14:51:41 -0600","AugustoMelara-Dev","fix(ops): harden docker-compose.prod with no-new-privileges, resource caps, pinned images, and build-time validation"
"origin/rescue/no-perder-nada-20260615-180121/worktree-head/017-","3efa89d0d0883dba2fbf77702facfc823c3796f7","a3f19bdd2fbf1c8e98e0f9b4c8d2bb9b6464bf07","","2026-06-02 14:51:41 -0600","AugustoMelara-Dev","fix(ops): harden docker-compose.prod with no-new-privileges, resource caps, pinned images, and build-time validation"
"rescue/no-perder-nada-20260615-171019/worktree-head/029-C-/tmp/S_Hospital_release_9489e703","9489e703a938883db32f55c32224bcb235efff21","3dc9e799526f8581a273602994b6b8c2cd6e9cdc","","2026-06-02 13:55:59 -0600","AugustoMelara-Dev","feat(help): add startup and login guidance"
"rescue/no-perder-nada-20260615-180121/worktree-head/029-","9489e703a938883db32f55c32224bcb235efff21","3dc9e799526f8581a273602994b6b8c2cd6e9cdc","","2026-06-02 13:55:59 -0600","AugustoMelara-Dev","feat(help): add startup and login guidance"
"origin/rescue/no-perder-nada-20260615-171019/worktree-head/029-C-/tmp/S_Hospital_release_9489e703","9489e703a938883db32f55c32224bcb235efff21","3dc9e799526f8581a273602994b6b8c2cd6e9cdc","","2026-06-02 13:55:59 -0600","AugustoMelara-Dev","feat(help): add startup and login guidance"
"origin/rescue/no-perder-nada-20260615-180121/worktree-head/029-","9489e703a938883db32f55c32224bcb235efff21","3dc9e799526f8581a273602994b6b8c2cd6e9cdc","","2026-06-02 13:55:59 -0600","AugustoMelara-Dev","feat(help): add startup and login guidance"
"rescue/no-perder-nada-20260615-171019/worktree-head/011-C-/tmp/S_Hospital_release_2e511283","2e511283c81a3cb672f51ccde5e6a7f0591424b6","78d228994bc44c6cef0909a24c79dfaaf2250443","","2026-06-02 13:34:54 -0600","AugustoMelara-Dev","feat(help): add supervisor daily checklist"
"rescue/no-perder-nada-20260615-180121/worktree-head/011-","2e511283c81a3cb672f51ccde5e6a7f0591424b6","78d228994bc44c6cef0909a24c79dfaaf2250443","","2026-06-02 13:34:54 -0600","AugustoMelara-Dev","feat(help): add supervisor daily checklist"
"origin/rescue/no-perder-nada-20260615-171019/worktree-head/011-C-/tmp/S_Hospital_release_2e511283","2e511283c81a3cb672f51ccde5e6a7f0591424b6","78d228994bc44c6cef0909a24c79dfaaf2250443","","2026-06-02 13:34:54 -0600","AugustoMelara-Dev","feat(help): add supervisor daily checklist"
